0 ~Minifig Hair with Ponytail and Baseball Cap - Cap Half
5 24 5.235 -9.765 0.4475 6.55 -9.5175 -3.26 4.99 -10.105 -2.695 7.24 -9.0875 -2.6
5 24 2.1075 -0.91 -13.74 2.055 -0.48 -15.2 4.235 -0.32 -13.62 0 -1.1175 -13.7925
5 24 6.56 -5.3025 10.1208 5.6225 -7.1225 8.7775 5.1875 -6.9133 9.2642 7.2625 -5.3975 9.68
5 24 10.2317 -6.6908 -3.3033 12.065 -4.6375 -4.3975 11.6892 -4.6058 -5.1092 10.5 -6.7675 -2.5075
5 24 2.2129 2.9092 20.8696 0 2.3867 21.0517 0 1.74 19.4625 0 3.1825 22.4175
5 24 11.9175 -1.33 7.0925 9.6525 -1.0725 10.62 10.5425 -3.67 7.1275 10.43 1.3625 10.8
5 24 4.8125 -6.9875 9.7925 3.3913 -6.77 10.8475 4.22 -5.0338 12.2463 3.3425 -8.22 8.5775
5 24 13.645 3.595 6.975 14.345 3.23 2.9 14.175 5.6025 6.93 13.715 0.8075 3.215
5 24 3.7675 0.4125 -18.015 3.4675 0.87 -22.285 1.7925 0.5025 -22.6975 4.9225 1.335 -21.435
5 24 3.85 3.6225 -26.4275 6.5975 3.7825 -25.415 6.3025 4.665 -25.3225 4.035 2.705 -26.6075
5 24 13.24 6.295 -13.18 13.37 7.02 -11.1575 12.935 7.3075 -13.07 13.5825 5.9575 -11.3575
5 24 2.1875 9.7725 19.445 3.7143 8.256 18.7346 2.435 9.285 18.605 3.36 8.8025 20.2025
5 24 10.43 1.3625 10.8 12.9225 1.19 7.035 11.005 3.6725 10.8725 11.9175 -1.33 7.0925
5 24 2.435 9.285 18.605 3.7143 8.256 18.7346 2.1875 9.7725 19.445 3.325 8.4875 17.96
5 24 14.475 7.4425 6.865 14.175 5.6025 6.93 11.91 7.425 10.9025 15.1675 7.09 2.5225
5 24 14.175 5.6025 6.93 13.645 3.595 6.975 14.345 3.23 2.9 11.48 5.635 10.905
5 24 0 1.74 19.4625 1.9213 2.4675 18.8288 0 2.1225 18.97 2.235 2.2938 19.3088
5 24 12.4325 3.2175 -10.48 13.5025 4.6075 -10.2688 12.4225 4.1875 -11.49 13.3275 3.405 -9.485
5 24 12.5633 -2.0583 -6.5717 12.385 -2.26 -7.2925 12.9625 0.8075 -8.4975 11.6075 -4.88 -5.8525
5 24 0 3.2725 -19.8375 1.865 3.44 -19.7 0 3.6083 -12.9026 1.82 3.04 -26.94
5 24 10.2317 -6.6908 -3.3033 7.855 -8.2817 -1.0733 7.7275 -8.68 -1.7475 8.0625 -8.395 -0.2325
5 24 11.6892 -4.6058 -5.1092 10.2317 -6.6908 -3.3033 12.065 -4.6375 -4.3975 11.6075 -4.88 -5.8525
5 24 10.9775 -3.73 -7.98 11.6825 0.325 -9.7375 10.66 -0.8825 -10.0225 12.385 -2.26 -7.2925
5 24 12.2475 6.34 -6.965 14.365 6.5425 -7.275 13.8938 6.6513 -9.2263 14.865 6.6375 -4.505
5 24 5.7567 2.1133 -23.2167 5.9875 2.1475 -23.715 3.7333 1.3158 -24.3517 7.5725 2.9333 -21.6508
5 24 6.5525 2.21 14.735 6.5575 3.775 15.0225 8.13 3.6225 13.845 5.4425 3.7075 15.435
5 24 7.5725 2.9333 -21.6508 7.9425 3.065 -22.0225 5.9875 2.1475 -23.715 9.2875 3.705 -20.0175
5 24 4.09 0.06 -14.9975 4.235 -0.32 -13.62 2.055 -0.48 -15.2 6.0925 0.8575 -14.63
5 24 2.345 -10.49 1.2825 0 -10.84 0.35 2.8775 -10.5125 -0.4025 1.8525 -10.49 2.315
5 24 2.1713 3.7013 22.2825 2.2129 2.9092 20.8696 0 3.1825 22.4175 3.4771 4.1346 20.4704
5 24 9.7725 -7.48 -4.625 7.24 -9.0875 -2.6 7.7275 -8.68 -1.7475 8.6975 -8.3 -5.095
5 24 3.7143 8.256 18.7346 3.36 8.8025 20.2025 2.1875 9.7725 19.445 3.8113 6.9763 21.0075
5 24 3.36 8.8025 20.2025 3.8113 6.9763 21.0075 3.57 8.345 20.945 3.7143 8.256 18.7346
2 24 2.235 2.2938 19.3088 0 1.74 19.4625
5 24 2.5775 -8.8925 7.51 2.5388 -8.05 9.1513 3.3425 -8.22 8.5775 1.692 -8.907 7.7075
5 24 4.82 7.8 16.5125 5.67 7.3675 16.2925 5.8283 7.6642 15.2467 4.9663 7.19 17.2875
5 24 9.2875 3.705 -20.0175 7.5725 2.9333 -21.6508 8.8467 3.5075 -19.8017 7.9425 3.065 -22.0225
5 24 13.5025 4.6075 -10.2688 13.895 5.4725 -9.8725 13.3975 5.1925 -11.4894 13.6875 4.5806 -9.6042
5 24 1.692 -8.907 7.7075 2.5775 -8.8925 7.51 2.5825 -9.35 6.71 2.5388 -8.05 9.1513
5 24 5.2275 -9.0575 4.8825 3.5175 -9.5556 5.6413 3.6406 -9.9906 4.0169 4.79 -8.665 6.4
5 24 0 -6.4625 11.6875 3.3913 -6.77 10.8475 2.5388 -8.05 9.1513 0 -4.745 13.345
5 24 13.8 3.3875 -8.1875 13.1917 0.915 -7.7717 13.58 4.0175 -9.0875 13.56 0.845 -7.155
5 24 0 -7.8075 9.7575 2.5388 -8.05 9.1513 0 -6.4625 11.6875 0 -8.6025 8.3175
5 24 8.6975 -8.3 -5.095 7.24 -9.0875 -2.6 7.0675 -9.3425 -4.9925 9.7725 -7.48 -4.625
5 24 13.19 -2.09 -2.555 12.065 -4.6375 -4.3975 12.0625 -4.56 -1.4375 13.005 -2.075 -5.935
5 24 11.9025 -4.41 1.3925 10.15 -6.46 2.1775 11.435 -4.12 3.965 10.575 -6.5325 -0.1775
5 24 10.66 -0.8825 -10.0225 10.1725 1.58 -11.8625 9.1875 -2.0825 -10.3975 11.315 2.235 -11.43
5 24 11.7675 7.3275 -18.265 12.7775 6.5275 -15.5425 12.49 7.4625 -15.5175 12.0225 6.4625 -18.23
5 24 7.7275 -8.68 -1.7475 9.7725 -7.48 -4.625 7.24 -9.0875 -2.6 10.1975 -7.0275 -4.05
5 24 10.1375 7.5313 11.1238 11.91 7.425 10.9025 11.1967 7.4158 11.38 14.475 7.4425 6.865
5 24 12.0225 6.4625 -18.23 12.7775 6.5275 -15.5425 11.7675 7.3275 -18.265 12.695 5.7675 -15.5125
5 24 4.105 1.695 -26.4375 3.8275 1.2675 -24.9375 6.685 2.89 -25.2375 1.95 1.0675 -27.02
5 24 13.24 6.295 -13.18 13.5825 5.9575 -11.3575 13.3975 5.1925 -11.4894 13.37 7.02 -11.1575
5 24 4.09 0.06 -14.9975 3.7675 0.4125 -18.015 6.0925 0.8575 -14.63 2.055 -0.48 -15.2
5 24 6.685 2.89 -25.2375 3.8275 1.2675 -24.9375 5.9875 2.1475 -23.715 4.105 1.695 -26.4375
5 24 5.7525 6.2338 16.16 6.89 5.5525 15.1275 6.7688 7.265 15.4775 5.6775 5.3225 15.905
5 24 14.345 3.23 2.9 14.8 5.2575 2.685 14.175 5.6025 6.93 14.5725 3.2225 -0.57
5 24 4.8938 -2.98 13.3113 6.285 -5.2625 10.8025 7.5925 -3.2175 11.4 4.22 -5.0338 12.2463
5 24 4.4688 6.1263 18.2313 4.0133 5.4083 20.0125 4.1096 6.4654 19.6496 4.3675 5.1625 18.33
5 24 4.79 -8.665 6.4 5.2275 -9.0575 4.8825 6.695 -7.4425 6.75 3.5175 -9.5556 5.6413
5 24 6.5975 3.7825 -25.415 8.685 5.8225 -23.5625 6.3025 4.665 -25.3225 9.04 4.9625 -23.56
5 24 8.56 3.09 -19.61 8.8467 3.5075 -19.8017 9.7217 3.7958 -17.7525 7.5725 2.9333 -21.6508
5 24 14.9425 5.145 -0.8175 14.865 6.6375 -4.505 14.61 5.0325 -4.595 15.235 6.83 -1.0325
5 24 4.235 -0.32 -13.62 4.405 -1.5075 -12.72 2.1925 -2.0575 -12.905 6.6675 -0.525 -12.475
5 24 10.5025 6.745 -21.0775 10.8125 5.9 -21.035 8.685 5.8225 -23.5625 11.7675 7.3275 -18.265
5 24 3.4771 4.1346 20.4704 2.2129 2.9092 20.8696 2.235 2.2938 19.3088 2.1713 3.7013 22.2825
5 24 5.6225 -9.2888 3.0663 8.0325 -8.0713 2.1125 8.0625 -8.395 -0.2325 7.3425 -7.895 4.6275
5 24 12.785 -1.7325 3.585 11.435 -4.12 3.965 11.9025 -4.41 1.3925 11.9175 -1.33 7.0925
5 24 3.36 8.8025 20.2025 3.57 8.345 20.945 2.7725 9.865 20.0825 3.8113 6.9763 21.0075
5 24 5.3325 1.6075 -22.265 3.5242 1.0992 -22.7258 5.0808 1.6183 -21.8125 3.6275 1.02 -23.3
5 24 9.63 -6.22 4.3225 11.435 -4.12 3.965 10.5425 -3.67 7.1275 10.15 -6.46 2.1775
5 24 6.5575 3.775 15.0225 5.6775 5.3225 15.905 6.89 5.5525 15.1275 5.4425 3.7075 15.435
5 24 12.0625 -4.56 -1.4375 12.065 -4.6375 -4.3975 13.19 -2.09 -2.555 10.5 -6.7675 -2.5075
5 24 11.9175 -1.33 7.0925 10.5425 -3.67 7.1275 11.435 -4.12 3.965 9.6525 -1.0725 10.62
5 24 14.325 5.215 -7.8325 13.7788 4.2269 -8.9017 13.895 5.4725 -9.8725 13.8 3.3875 -8.1875
5 24 12.0025 5.725 -18.1475 10.195 4.04 -17.8475 12.695 5.7675 -15.5125 10.855 5.1725 -20.9075
5 24 7.0025 2.0625 -18.88 7.9517 2.5533 -17.4467 7.3008 2.4292 -19.0817 7.64 2.1825 -17.34
5 24 13.0825 5.5575 -13.335 13.24 6.295 -13.18 12.695 5.7675 -15.5125 13.3975 5.1925 -11.4894
5 24 2.1863 3.9788 22.5438 3.2263 4.7325 21.9125 2.1713 3.7013 22.2825 3.0975 4.93 22.245
5 24 10.43 1.3625 10.8 8.8908 -1.0442 11.0758 9.7025 1.395 11.285 9.6525 -1.0725 10.62
5 24 4.8938 -2.98 13.3113 5.2288 -1.1525 14.1575 0 -2.78 14.665 7.5925 -3.2175 11.4
5 24 12.7775 6.5275 -15.5425 13.24 6.295 -13.18 12.695 5.7675 -15.5125 12.935 7.3075 -13.07
5 24 8.9825 2.71 -15.715 8.4167 2.4625 -15.7108 8.7908 2.2575 -14.1592 7.9517 2.5533 -17.4467
5 24 14.325 5.215 -7.8325 14.255 2.9675 -4.27 14.61 5.0325 -4.595 13.755 2.4425 -7.66
5 24 7.9517 2.5533 -17.4467 8.9825 2.71 -15.715 8.4167 2.4625 -15.7108 8.515 2.7725 -17.52
5 24 10.15 -6.46 2.1775 9.63 -6.22 4.3225 8.0325 -8.0713 2.1125 11.435 -4.12 3.965
5 24 13.58 4.0175 -9.0875 13.1917 0.915 -7.7717 13.8 3.3875 -8.1875 12.9625 0.8075 -8.4975
5 24 1.692 -8.907 7.7075 2.5388 -8.05 9.1513 2.5775 -8.8925 7.51 0 -8.6025 8.3175
5 24 4.0133 5.4083 20.0125 3.7525 5.895 21.4375 3.8113 6.9763 21.0075 3.2263 4.7325 21.9125
5 24 13.3975 5.1925 -11.4894 10.9725 3.2575 -12.735 13.0825 5.5575 -13.335 12.4225 4.1875 -11.49
5 24 3.7333 1.3158 -24.3517 5.7567 2.1133 -23.2167 5.9875 2.1475 -23.715 5.645 1.82 -22.7825
5 24 15.1675 7.09 2.5225 13.905 7.2875 2.0375 13.935 7.0025 -1.225 13.02 7.605 6.5375
5 24 9.95 3.665 12.0725 8.13 3.6225 13.845 9.3875 1.4425 12.0225 8.545 5.6025 13.9225
5 24 4.22 -5.0338 12.2463 4.8938 -2.98 13.3113 6.285 -5.2625 10.8025 0 -2.78 14.665
5 24 4.8319 6.1156 17.3881 4.4688 6.1263 18.2313 4.8633 5.3967 17.0925 4.9663 7.19 17.2875
5 24 3.7275 1.115 -23.8625 3.7333 1.3158 -24.3517 5.645 1.82 -22.7825 1.855 0.65 -24.4275
5 24 3.7125 3.87 -19.285 1.82 3.04 -26.94 1.865 3.44 -19.7 3.85 3.6225 -26.4275
5 24 3.7125 3.87 -19.285 3.85 3.6225 -26.4275 1.82 3.04 -26.94 6.3025 4.665 -25.3225
5 24 6.7688 7.265 15.4775 8.545 5.6025 13.9225 6.89 5.5525 15.1275 8.9925 7.365 13.945
5 24 13.5825 5.9575 -11.3575 13.8938 6.6513 -9.2263 13.37 7.02 -11.1575 13.895 5.4725 -9.8725
5 24 4.8319 6.1156 17.3881 5.7525 6.2338 16.16 4.8633 5.3967 17.0925 4.9663 7.19 17.2875
5 24 0 3.1825 22.4175 2.1713 3.7013 22.2825 2.1863 3.9788 22.5438 2.2129 2.9092 20.8696
5 24 5.7567 2.1133 -23.2167 7.5725 2.9333 -21.6508 5.645 1.82 -22.7825 5.9875 2.1475 -23.715
5 24 3.7125 3.87 -19.285 5.54 4.5375 -18.5575 6.445 4.75 -11.1625 6.3025 4.665 -25.3225
5 24 4.9225 1.335 -21.435 3.5242 1.0992 -22.7258 3.4675 0.87 -22.285 5.0808 1.6183 -21.8125
5 24 8.4167 2.4625 -15.7108 8.07 2.125 -15.695 7.9517 2.5533 -17.4467 8.7908 2.2575 -14.1592
5 24 14.365 6.5425 -7.275 14.325 5.215 -7.8325 14.865 6.6375 -4.505 13.895 5.4725 -9.8725
5 24 8.9925 7.365 13.945 7.435 7.4475 13.915 10.84 7.4025 12.125 6.7688 7.265 15.4775
5 24 0 -1.1175 -13.7925 2.1075 -0.91 -13.74 2.055 -0.48 -15.2 2.1925 -2.0575 -12.905
5 24 3.6925 -8.1667 8.0725 4.1 -8.3975 7.675 5.6225 -7.1225 8.7775 3.2475 -9.07 6.8775
5 24 13.3275 3.405 -9.485 13.58 4.0175 -9.0875 13.5025 4.6075 -10.2688 12.9625 0.8075 -8.4975
5 24 13.895 5.4725 -9.8725 14.365 6.5425 -7.275 13.8938 6.6513 -9.2263 14.325 5.215 -7.8325
5 24 6.89 5.5525 15.1275 6.5575 3.775 15.0225 5.6775 5.3225 15.905 8.545 5.6025 13.9225
5 24 2.2358 -10.1112 3.7046 3.3325 -10.24 2.685 1.8525 -10.49 2.315 3.6406 -9.9906 4.0169
5 24 6.4175 0.6225 -13.4575 6.6675 -0.525 -12.475 8.785 1.85 -13.2025 4.235 -0.32 -13.62
5 24 14.9425 5.145 -0.8175 14.5725 3.2225 -0.57 14.255 2.9675 -4.27 14.8 5.2575 2.685
5 24 7.5725 2.9333 -21.6508 5.9875 2.1475 -23.715 5.7567 2.1133 -23.2167 7.9425 3.065 -22.0225
5 24 12.7775 6.5275 -15.5425 12.49 7.4625 -15.5175 11.7675 7.3275 -18.265 12.935 7.3075 -13.07
5 24 13.5025 4.6075 -10.2688 12.4225 4.1875 -11.49 13.3975 5.1925 -11.4894 12.4325 3.2175 -10.48
5 24 10.8125 5.9 -21.035 12.0225 6.4625 -18.23 10.855 5.1725 -20.9075 11.7675 7.3275 -18.265
5 24 5.235 -9.765 0.4475 2.8775 -10.5125 -0.4025 3.7575 -10.2125 1.9375 4.99 -10.105 -2.695
5 24 1.95 1.0675 -27.02 1.91 2.085 -27.15 0 1.89 -27.2575 4.035 2.705 -26.6075
5 24 10.855 5.1725 -20.9075 9.2875 3.705 -20.0175 7.9425 3.065 -22.0225 10.195 4.04 -17.8475
5 24 10.765 5.6308 11.3717 11.48 5.635 10.905 11.1967 7.4158 11.38 10.2733 3.6767 11.3533
2 24 4.3675 5.1625 18.33 3.665 3.675 18.8338
5 24 4.3675 5.1625 18.33 4.0133 5.4083 20.0125 4.4688 6.1263 18.2313 3.665 3.675 18.8338
5 24 14.475 7.4425 6.865 10.1375 7.5313 11.1238 13.02 7.605 6.5375 11.91 7.425 10.9025
5 24 3.6406 -9.9906 4.0169 2.42 -9.865 4.562 3.5175 -9.5556 5.6413 2.2358 -10.1112 3.7046
5 24 13.755 2.4425 -7.66 14.255 2.9675 -4.27 13.56 0.845 -7.155 14.325 5.215 -7.8325
5 24 13.18 -2.01 0.67 12.785 -1.7325 3.585 11.9025 -4.41 1.3925 13.715 0.8075 3.215
5 24 8.07 2.125 -15.695 7.9517 2.5533 -17.4467 8.4167 2.4625 -15.7108 7.64 2.1825 -17.34
5 24 1.8525 -10.49 2.315 2.2358 -10.1112 3.7046 3.3325 -10.24 2.685 1.7112 -10.3198 3.0235
5 24 7.24 -9.0875 -2.6 7.7275 -8.68 -1.7475 9.7725 -7.48 -4.625 5.235 -9.765 0.4475
5 24 7.8625 -3.26 10.7133 7.5925 -3.2175 11.4 8.8908 -1.0442 11.0758 6.56 -5.3025 10.1208
5 24 0.9261 -9.2707 6.8722 1.692 -8.907 7.7075 0 -9.2218 7.162 1.7112 -9.4102 6.2762
5 24 11.3167 6.495 -10.9263 13.8938 6.6513 -9.2263 10.9975 6.0625 -8.4625 13.37 7.02 -11.1575
5 24 5.6225 -9.2888 3.0663 5.61 -9.5 1.7225 8.0625 -8.395 -0.2325 3.9925 -10.0575 2.655
5 24 13.37 7.02 -11.1575 13.5825 5.9575 -11.3575 13.24 6.295 -13.18 13.8938 6.6513 -9.2263
5 24 1.855 0.65 -24.4275 1.8375 0.59 -23.8175 3.6275 1.02 -23.3 0 0.4125 -23.965
5 24 4.035 2.705 -26.6075 6.5975 3.7825 -25.415 3.85 3.6225 -26.4275 6.685 2.89 -25.2375
5 24 2.055 -0.48 -15.2 4.09 0.06 -14.9975 4.235 -0.32 -13.62 3.7675 0.4125 -18.015
5 24 7.9425 3.065 -22.0225 6.685 2.89 -25.2375 5.9875 2.1475 -23.715 9.1225 4.2 -23.4025
5 24 0 -10.91 -3.315 3.2725 -10.57 -5.165 3.165 -10.5625 -2.825 0 -10.9775 -5.3625
5 24 8.0625 -8.395 -0.2325 8.0325 -8.0713 2.1125 5.6225 -9.2888 3.0663 10.575 -6.5325 -0.1775
5 24 2.5825 -9.35 6.71 1.692 -8.907 7.7075 2.5775 -8.8925 7.51 1.7112 -9.4102 6.2762
5 24 5.67 7.3675 16.2925 5.7525 6.2338 16.16 6.7688 7.265 15.4775 4.9663 7.19 17.2875
5 24 12.2475 6.34 -6.965 14.865 6.6375 -4.505 14.365 6.5425 -7.275 13.6975 6.715 -4.215
5 24 3.5175 -9.5556 5.6413 2.2358 -9.6188 5.465 2.5825 -9.35 6.71 2.42 -9.865 4.562
5 24 5.1875 -6.9133 9.2642 5.6225 -7.1225 8.7775 3.6925 -8.1667 8.0725 6.56 -5.3025 10.1208
5 24 14.8 5.2575 2.685 14.5725 3.2225 -0.57 14.345 3.23 2.9 14.9425 5.145 -0.8175
5 24 4.99 -10.105 -2.695 6.55 -9.5175 -3.26 5.2925 -10.0575 -5.0375 5.235 -9.765 0.4475
5 24 6.3742 2.11 -20.5567 5.0808 1.6183 -21.8125 4.9225 1.335 -21.435 5.3325 1.6075 -22.265
5 24 9.2875 3.705 -20.0175 8.8467 3.5075 -19.8017 7.5725 2.9333 -21.6508 9.7217 3.7958 -17.7525
5 24 3.6925 -8.1667 8.0725 4.8125 -6.9875 9.7925 5.1875 -6.9133 9.2642 3.3425 -8.22 8.5775
5 24 14.9425 5.145 -0.8175 15.1675 7.09 2.5225 14.8 5.2575 2.685 15.235 6.83 -1.0325
5 24 13.0825 5.5575 -13.335 10.905 3.5758 -13.8358 10.9725 3.2575 -12.735 10.825 4.04 -15.655
5 24 2.5825 -9.35 6.71 2.9142 -8.8742 7.1983 3.2475 -9.07 6.8775 2.5775 -8.8925 7.51
5 24 14.255 2.9675 -4.27 13.56 0.845 -7.155 13.8875 0.6525 -3.4975 13.755 2.4425 -7.66
5 24 4.4688 6.1263 18.2313 4.1096 6.4654 19.6496 4.9663 7.19 17.2875 4.0133 5.4083 20.0125
5 24 9.63 -6.22 4.3225 7.3425 -7.895 4.6275 8.0325 -8.0713 2.1125 8.8025 -5.74 7.0475
5 24 0 -2.78 14.665 4.8938 -2.98 13.3113 5.2288 -1.1525 14.1575 4.22 -5.0338 12.2463
5 24 10.9725 3.2575 -12.735 9.9725 2.54 -12.965 10.905 3.5758 -13.8358 10.1725 1.58 -11.8625
5 24 8.565 -1.0675 11.7875 5.2288 -1.1525 14.1575 7.775 1.5875 13.6575 7.5925 -3.2175 11.4
5 24 2.5825 -9.35 6.71 2.2358 -9.6188 5.465 1.7112 -9.4102 6.2762 3.5175 -9.5556 5.6413
5 24 3.7525 5.895 21.4375 3.6175 6.04 21.9 3.2263 4.7325 21.9125 3.685 7.1363 21.4513
5 24 12.935 7.3075 -13.07 11.3167 6.495 -10.9263 12.49 7.4625 -15.5175 13.37 7.02 -11.1575
5 24 9.1875 -2.0825 -10.3975 10.66 -0.8825 -10.0225 10.1725 1.58 -11.8625 10.9775 -3.73 -7.98
5 24 10.0025 3.4025 -15.675 10.3392 3.7592 -15.5883 9.7217 3.7958 -17.7525 10.905 3.5758 -13.8358
5 24 11.6825 0.325 -9.7375 12.385 -2.26 -7.2925 12.9625 0.8075 -8.4975 10.9775 -3.73 -7.98
5 24 13.3975 5.1925 -11.4894 13.895 5.4725 -9.8725 13.5825 5.9575 -11.3575 13.5025 4.6075 -10.2688
5 24 3.8113 6.9763 21.0075 4.1096 6.4654 19.6496 4.0133 5.4083 20.0125 3.7143 8.256 18.7346
5 24 3.0975 4.93 22.245 3.2263 4.7325 21.9125 3.6175 6.04 21.9 2.1863 3.9788 22.5438
5 24 14.255 2.9675 -4.27 14.9425 5.145 -0.8175 14.61 5.0325 -4.595 14.5725 3.2225 -0.57
5 24 4.2125 -9.8892 1.9875 3.9925 -10.0575 2.655 5.5267 -9.3542 0.9117 3.3325 -10.24 2.685
5 24 12.785 -1.7325 3.585 12.9225 1.19 7.035 13.715 0.8075 3.215 11.9175 -1.33 7.0925
5 24 7.9517 2.5533 -17.4467 8.515 2.7725 -17.52 8.9825 2.71 -15.715 7.8125 2.585 -19.2625
5 24 4.235 -0.32 -13.62 6.6675 -0.525 -12.475 6.4175 0.6225 -13.4575 4.405 -1.5075 -12.72
5 24 6.56 -5.3025 10.1208 5.1875 -6.9133 9.2642 5.6225 -7.1225 8.7775 4.8125 -6.9875 9.7925
5 24 4.99 -10.105 -2.695 5.235 -9.765 0.4475 2.8775 -10.5125 -0.4025 6.55 -9.5175 -3.26
5 24 10.1375 7.5313 11.1238 11.1967 7.4158 11.38 11.91 7.425 10.9025 10.84 7.4025 12.125
5 24 3.3913 -6.77 10.8475 3.3425 -8.22 8.5775 4.8125 -6.9875 9.7925 2.5388 -8.05 9.1513
5 24 8.785 1.85 -13.2025 6.0925 0.8575 -14.63 6.4175 0.6225 -13.4575 8.7908 2.2575 -14.1592
5 24 3.7333 1.3158 -24.3517 1.8367 0.8125 -24.9083 1.855 0.65 -24.4275 1.8675 0.73 -25.535
5 24 5.2275 -9.0575 4.8825 6.695 -7.4425 6.75 7.3425 -7.895 4.6275 4.79 -8.665 6.4
5 24 6.89 5.5525 15.1275 5.6775 5.3225 15.905 6.5575 3.775 15.0225 5.7525 6.2338 16.16
5 24 11.6075 -4.88 -5.8525 10.675 -5.905 -6.255 9.7725 -7.48 -4.625 10.9775 -3.73 -7.98
5 24 6.3025 4.665 -25.3225 6.5975 3.7825 -25.415 8.685 5.8225 -23.5625 3.85 3.6225 -26.4275
5 24 1.855 0.65 -24.4275 3.7333 1.3158 -24.3517 1.8367 0.8125 -24.9083 3.7275 1.115 -23.8625
5 24 2.7725 9.865 20.0825 3.36 8.8025 20.2025 3.57 8.345 20.945 2.1875 9.7725 19.445
5 24 11.7675 7.3275 -18.265 11.5675 7.04 -14.6363 12.49 7.4625 -15.5175 10.5025 6.745 -21.0775
5 24 3.2725 -10.57 -5.165 3.165 -10.5625 -2.825 0 -10.91 -3.315 4.99 -10.105 -2.695
5 24 13.02 7.605 6.5375 14.475 7.4425 6.865 10.1375 7.5313 11.1238 15.1675 7.09 2.5225
5 24 8.7908 2.2575 -14.1592 8.4167 2.4625 -15.7108 8.07 2.125 -15.695 8.9825 2.71 -15.715
5 24 12.9625 0.8075 -8.4975 13.1917 0.915 -7.7717 12.5633 -2.0583 -6.5717 13.58 4.0175 -9.0875
5 24 1.7925 0.5025 -22.6975 1.94 0 -18.49 3.7675 0.4125 -18.015 0 -0.1875 -18.5675
5 24 0 -4.745 13.345 4.22 -5.0338 12.2463 0 -2.78 14.665 3.3913 -6.77 10.8475
5 24 7.64 2.1825 -17.34 6.23 1.5438 -18.2763 8.07 2.125 -15.695 7.0025 2.0625 -18.88
5 24 11.6892 -4.6058 -5.1092 12.065 -4.6375 -4.3975 10.2317 -6.6908 -3.3033 12.5633 -2.0583 -6.5717
5 24 14.175 5.6025 6.93 11.91 7.425 10.9025 11.48 5.635 10.905 14.475 7.4425 6.865
5 24 10.195 4.04 -17.8475 10.855 5.1725 -20.9075 9.2875 3.705 -20.0175 12.0025 5.725 -18.1475
5 24 2.1925 -2.0575 -12.905 0 -2.2225 -12.975 0 -1.1175 -13.7925 0 -4.7425 -11.6175
5 24 3.2725 -10.57 -5.165 5.2925 -10.0575 -5.0375 5.2625 -9.9475 -6.5025 4.99 -10.105 -2.695
5 24 5.2925 -10.0575 -5.0375 7.0675 -9.3425 -4.9925 5.2625 -9.9475 -6.5025 6.55 -9.5175 -3.26
5 24 7.0675 -9.3425 -4.9925 8.6975 -8.3 -5.095 7.315 -8.8075 -6.64 7.24 -9.0875 -2.6
5 24 6.6675 -0.525 -12.475 4.405 -1.5075 -12.72 4.7975 -4.275 -11.145 4.235 -0.32 -13.62
5 24 0 -10.9775 -5.3625 3.2725 -10.57 -5.165 0 -10.995 -6.7125 0 -10.91 -3.315
5 24 4.405 -1.5075 -12.72 2.1925 -2.0575 -12.905 4.235 -0.32 -13.62 4.7975 -4.275 -11.145
5 24 8.6975 -8.3 -5.095 9.4375 -6.925 -6.7875 7.315 -8.8075 -6.64 9.7725 -7.48 -4.625
5 24 9.4375 -6.925 -6.7875 9.5575 -5.0375 -8.4225 7.5875 -7.935 -7.5775 10.9775 -3.73 -7.98
5 24 9.5575 -5.0375 -8.4225 9.1875 -2.0825 -10.3975 7.5525 -6.27 -8.95 10.9775 -3.73 -7.98
5 24 9.1875 -2.0825 -10.3975 6.6675 -0.525 -12.475 8.945 0.7175 -12.255 7.145 -3.31 -10.7775
5 24 0 2.1225 18.97 0 1.74 19.4625 1.9213 2.4675 18.8288 -1.9213 2.4675 18.8288
5 24 0 1.89 -27.2575 0 0.8925 -27.1575 1.95 1.0675 -27.02 -1.95 1.0675 -27.02
5 24 0 -10.845 -1.2 0 -10.91 -3.315 2.8775 -10.5125 -0.4025 -2.8775 -10.5125 -0.4025
5 24 0 -0.685 -15.26 0 -1.1175 -13.7925 2.055 -0.48 -15.2 -2.055 -0.48 -15.2
5 24 0 0.5158 -23.2808 0 0.4125 -23.965 1.8375 0.59 -23.8175 -1.8375 0.59 -23.8175
5 24 0 -4.745 13.345 0 -6.4625 11.6875 3.3913 -6.77 10.8475 -3.3913 -6.77 10.8475
5 24 0 0.8925 -27.1575 0 0.55 -25.7075 1.95 1.0675 -27.02 -1.95 1.0675 -27.02
5 24 0 -10.6975 1.365 0 -10.84 0.35 -1.8525 -10.49 2.315 1.8525 -10.49 2.315
5 24 0 2.3867 21.0517 0 1.74 19.4625 -2.2129 2.9092 20.8696 2.2129 2.9092 20.8696
5 24 0 0.635 -25.0733 0 0.55 -25.7075 -1.8675 0.73 -25.535 1.8675 0.73 -25.535
5 24 0 -10.5082 2.562 0 -10.6975 1.365 -0.9261 -10.4593 2.6222 0.9261 -10.4593 2.6222
5 24 0 3.2725 -19.8375 0 2.8725 -27.0375 1.82 3.04 -26.94 -1.82 3.04 -26.94
5 24 0 -1.1175 -13.7925 0 -2.2225 -12.975 -2.1925 -2.0575 -12.905 2.1925 -2.0575 -12.905
